Reserva;Hospede;Email;Contagem de Reserva;DataCheckin
408980;Simone Azevedo;simone.azevedo@uol.com.br;1.0;1/3/26
409210;Fernanda Lima;fernanda33@hotmail.com;1.0;1/3/26
408784;Amanda Nunes;anunes@uol.com.br;1.0;1/3/26
409067;Renata Freitas;renata969@yahoo.com.br;1.0;1/3/26
409057;Renata Freitas;rfreitas@uol.com.br;1.0;1/3/26
409074;Fábio Nascimento;fábio.nascimento@gmail.com;1.0;1/3/26
409138;Diego Martins;diego812@outlook.com;1.0;1/3/26
408863;Débora Lopes;débora.lopes@outlook.com;1.0;1/3/26
408947;Luciana Melo;luciana842@uol.com.br;1.0;1/3/26
408898;Carlos Souza;carlos886@yahoo.com.br;1.0;1/3/26
409120;André Correia;andré654@uol.com.br;1.0;1/3/26
408845;Mariana Costa;mariana751@yahoo.com.br;1.0;1/3/26
408995;Isabela Cardoso;isabela353@outlook.com;1.0;1/3/26
409228;Rafael Alves;rafael735@gmail.com;1.0;1/3/26
408983;Vanessa Mendes;vanessa.mendes@outlook.com;1.0;1/3/26
409225;Felipe Ramos;felipe.ramos@yahoo.com.br;1.0;1/2/26
408832;Gustavo Araujo;gustavo.araujo@yahoo.com.br;1.0;1/2/26
409077;Natália Campos;natália.campos@outlook.com;1.0;1/2/26
408878;Cristina Batista;cbatista@uol.com.br;1.0;1/2/26
408813;Juliana Pereira;juliana.pereira@hotmail.com;1.0;1/2/26
409009;Patrícia Moreira;pmoreira@outlook.com;1.0;1/2/26
409244;Tatiane Monteiro;tatiane.monteiro@hotmail.com;1.0;1/2/26
409226;Henrique Dias;henrique.dias@outlook.com;1.0;1/2/26
409099;Patrícia Moreira;patrícia437@yahoo.com.br;1.0;1/2/26
409016;Thiago Carvalho;thiago775@uol.com.br;1.0;1/2/26
408795;Eduardo Cunha;ecunha@yahoo.com.br;1.0;1/2/26
409028;Priscila Gomes;priscila.gomes@outlook.com;1.0;1/2/26
409007;Ana Silva;ana787@uol.com.br;1.0;1/2/26
409269;Bruno Santos;bruno439@yahoo.com.br;1.0;1/2/26
408847;Leonardo Ribeiro;leonardo644@yahoo.com.br;1.0;1/2/26
409185;Mariana Costa;mcosta@gmail.com;1.0;1/2/26
409264;Vanessa Mendes;vanessa.mendes@gmail.com;1.0;1/2/26
408907;Patrícia Moreira;pmoreira@gmail.com;1.0;1/2/26
409123;Ana Silva;ana.silva@gmail.com;1.0;1/2/26
408803;Luciana Melo;luciana240@outlook.com;1.0;1/2/26
409129;Camila Rocha;camila335@uol.com.br;1.0;1/2/26
409106;Vinícius Pinto;vinícius368@hotmail.com;1.0;1/2/26
409157;Marcelo Barbosa;mbarbosa@uol.com.br;1.0;1/2/26
409226;Natália Campos;natália.campos@hotmail.com;1.0;1/2/26
409201;Carlos Souza;carlos.souza@hotmail.com;1.0;1/2/26
409011;Débora Lopes;débora809@yahoo.com.br;1.0;1/2/26
409013;Pedro Oliveira;poliveira@hotmail.com;1.0;1/2/26
409091;Larissa Ferreira;larissa.ferreira@yahoo.com.br;1.0;1/2/26
408945;Natália Campos;natália428@uol.com.br;4.0;1/2/26
408850;Débora Lopes;débora.lopes@hotmail.com;1.0;1/2/26
409014;Leandro Vieira;lvieira@uol.com.br;1.0;1/2/26
409289;Paulo Figueiredo;pfigueiredo@outlook.com;1.0;1/2/26
408894;Ana Silva;ana789@outlook.com;1.0;1/2/26
408818;Luciana Melo;lmelo@yahoo.com.br;1.0;1/2/26
408928;Priscila Gomes;priscila620@hotmail.com;1.0;1/2/26
408859;Gustavo Araujo;garaujo@gmail.com;1.0;1/2/26
408984;Débora Lopes;débora.lopes@uol.com.br;1.0;1/2/26
409241;Camila Rocha;crocha@gmail.com;1.0;1/2/26
409102;Leandro Vieira;leandro.vieira@hotmail.com;1.0;1/2/26
408869;Marcos Cavalcanti;marcos.cavalcanti@outlook.com;1.0;1/2/26
408975;Rafael Alves;ralves@outlook.com;1.0;1/2/26
409241;Rodrigo Teixeira;rodrigo.teixeira@uol.com.br;1.0;1/2/26
409047;Carlos Souza;carlos.souza@yahoo.com.br;1.0;1/2/26
408910;Rodrigo Teixeira;rteixeira@outlook.com;1.0;1/2/26
408864;Vinícius Pinto;vinícius995@gmail.com;1.0;1/2/26
408971;Fernanda Lima;fernanda.lima@yahoo.com.br;1.0;1/2/26
409295;Thiago Carvalho;thiago.carvalho@gmail.com;1.0;1/2/26
409232;Larissa Ferreira;larissa.ferreira@yahoo.com.br;1.0;1/2/26
408911;Patrícia Moreira;pmoreira@uol.com.br;1.0;1/2/26
408831;André Correia;andré.correia@outlook.com;1.0;1/2/26
408999;Gustavo Araujo;gustavo.araujo@hotmail.com;1.0;1/2/26
409128;Marcos Cavalcanti;marcos.cavalcanti@yahoo.com.br;1.0;1/2/26
409021;Gustavo Araujo;gustavo.araujo@uol.com.br;1.0;1/2/26
408878;Priscila Gomes;priscila165@uol.com.br;1.0;1/2/26
409018;André Correia;andré.correia@gmail.com;1.0;1/2/26
408831;Gustavo Araujo;gustavo559@outlook.com;1.0;1/2/26
409277;Cristina Batista;cbatista@outlook.com;1.0;1/2/26
409009;Rafael Alves;rafael40@uol.com.br;1.0;1/2/26
408838;Rodrigo Teixeira;rodrigo.teixeira@outlook.com;1.0;1/2/26
409011;Paulo Figueiredo;paulo.figueiredo@uol.com.br;1.0;1/2/26
409176;Débora Lopes;débora902@yahoo.com.br;1.0;1/2/26
408841;Vinícius Pinto;vinícius.pinto@yahoo.com.br;1.0;1/2/26
408955;Fábio Nascimento;fábio840@uol.com.br;1.0;1/2/26
409000;Thiago Carvalho;thiago.carvalho@gmail.com;1.0;1/2/26
408878;Vinícius Pinto;vinícius66@gmail.com;1.0;1/2/26
409222;Camila Rocha;crocha@uol.com.br;1.0;1/2/26
409097;Carlos Souza;csouza@gmail.com;1.0;1/2/26
409256;Larissa Ferreira;larissa.ferreira@gmail.com;1.0;1/2/26
409255;Felipe Ramos;framos@uol.com.br;1.0;1/2/26
408940;Roberto Macedo;roberto302@hotmail.com;1.0;1/2/26
409337;Thiago Carvalho;thiago.carvalho@gmail.com;1.0;1/2/26
409099;André Correia;andré.correia@outlook.com;1.0;1/2/26
409200;Rodrigo Teixeira;rodrigo231@hotmail.com;1.0;1/2/26
409045;Priscila Gomes;priscila.gomes@outlook.com;1.0;1/2/26
408862;Carlos Souza;carlos407@uol.com.br;1.0;1/2/26
408990;Débora Lopes;débora150@outlook.com;2.0;1/2/26
409185;Gustavo Araujo;garaujo@outlook.com;2.0;1/2/26
409234;Roberto Macedo;rmacedo@hotmail.com;1.0;1/2/26
408854;Isabela Cardoso;icardoso@gmail.com;2.0;1/2/26
408855;Eliane Duarte;eduarte@uol.com.br;1.0;1/2/26
409133;Amanda Nunes;amanda.nunes@outlook.com;1.0;1/2/26
408903;Simone Azevedo;simone.azevedo@hotmail.com;1.0;1/2/26
409140;Cristina Batista;cristina830@outlook.com;1.0;1/2/26
409236;Isabela Cardoso;isabela755@hotmail.com;1.0;1/1/26
409135;André Correia;acorreia@gmail.com;1.0;1/1/26
408921;Mariana Costa;mariana.costa@yahoo.com.br;1.0;1/1/26
408937;Henrique Dias;henrique.dias@gmail.com;1.0;1/1/26
409189;Felipe Ramos;framos@gmail.com;1.0;1/1/26
408927;Rafael Alves;rafael348@hotmail.com;1.0;1/1/26
409135;Tatiane Monteiro;tmonteiro@uol.com.br;1.0;1/1/26
409243;Juliana Pereira;juliana81@yahoo.com.br;1.0;1/1/26
408982;Carlos Souza;carlos.souza@yahoo.com.br;2.0;1/1/26
408933;Bruno Santos;bruno.santos@outlook.com;1.0;1/1/26
409281;Pedro Oliveira;poliveira@yahoo.com.br;1.0;1/1/26
409330;Débora Lopes;débora.lopes@uol.com.br;1.0;1/1/26
409146;Juliana Pereira;juliana.pereira@gmail.com;1.0;1/1/26
409187;Rafael Alves;rafael687@yahoo.com.br;1.0;1/1/26
409187;Pedro Oliveira;poliveira@outlook.com;1.0;1/1/26
409206;Luciana Melo;luciana.melo@yahoo.com.br;1.0;1/1/26
408873;Thiago Carvalho;thiago.carvalho@uol.com.br;1.0;1/1/26
408872;Tatiane Monteiro;tmonteiro@hotmail.com;1.0;1/1/26
409075;Vanessa Mendes;vmendes@uol.com.br;1.0;1/1/26
409030;Aline Castro;acastro@gmail.com;1.0;1/1/26
409049;Marcelo Barbosa;marcelo510@yahoo.com.br;1.0;1/1/26
409068;Patrícia Moreira;pmoreira@hotmail.com;1.0;1/1/26
409025;Carlos Souza;csouza@uol.com.br;1.0;1/1/26
408958;Amanda Nunes;anunes@uol.com.br;1.0;1/1/26
409014;Gustavo Araujo;gustavo931@yahoo.com.br;1.0;1/1/26
409038;Felipe Ramos;felipe.ramos@yahoo.com.br;1.0;1/1/26
409269;Vanessa Mendes;vmendes@yahoo.com.br;1.0;1/1/26
409373;Pedro Oliveira;poliveira@outlook.com;1.0;1/1/26
409326;Camila Rocha;camila253@uol.com.br;1.0;1/1/26
409150;Eliane Duarte;eduarte@yahoo.com.br;1.0;1/1/26
408915;Rafael Alves;rafael899@yahoo.com.br;1.0;1/1/26
409186;Priscila Gomes;priscila.gomes@uol.com.br;1.0;1/1/26
409113;Simone Azevedo;sazevedo@outlook.com;1.0;1/1/26
408964;Simone Azevedo;simone.azevedo@yahoo.com.br;1.0;1/1/26
409329;Débora Lopes;débora837@uol.com.br;1.0;1/1/26
409005;Vanessa Mendes;vanessa935@uol.com.br;1.0;1/1/26
409174;Paulo Figueiredo;pfigueiredo@uol.com.br;1.0;1/1/26
409091;Juliana Pereira;jpereira@hotmail.com;1.0;1/1/26
408940;Rafael Alves;rafael.alves@yahoo.com.br;1.0;1/1/26
409278;Roberto Macedo;roberto354@yahoo.com.br;1.0;1/1/26
408964;Natália Campos;natália.campos@yahoo.com.br;1.0;1/1/26
409039;Marcos Cavalcanti;marcos.cavalcanti@gmail.com;1.0;1/1/26
408977;Marcos Cavalcanti;marcos.cavalcanti@gmail.com;1.0;1/1/26
409232;Natália Campos;natália.campos@yahoo.com.br;1.0;1/1/26
409291;Patrícia Moreira;pmoreira@uol.com.br;1.0;1/1/26
408960;Larissa Ferreira;lferreira@outlook.com;1.0;1/1/26
409226;Aline Castro;aline.castro@gmail.com;1.0;1/1/26
409265;Isabela Cardoso;isabela457@uol.com.br;1.0;1/1/26
408987;Aline Castro;aline820@yahoo.com.br;1.0;1/1/26
409122;Cristina Batista;cristina214@uol.com.br;1.0;1/1/26
408951;Marcelo Barbosa;mbarbosa@gmail.com;1.0;1/1/26
409105;Roberto Macedo;rmacedo@yahoo.com.br;1.0;1/1/26
409126;Juliana Pereira;juliana721@uol.com.br;1.0;1/1/26
409024;Vinícius Pinto;vpinto@outlook.com;1.0;1/1/26
409028;Pedro Oliveira;pedro956@hotmail.com;1.0;1/1/26
409108;Camila Rocha;crocha@outlook.com;1.0;1/1/26
409298;Isabela Cardoso;icardoso@hotmail.com;1.0;1/1/26
409117;Rodrigo Teixeira;rodrigo.teixeira@hotmail.com;1.0;1/1/26
408930;Aline Castro;acastro@yahoo.com.br;1.0;1/1/26
409097;Felipe Ramos;felipe.ramos@gmail.com;1.0;1/1/26
409009;Natália Campos;natália.campos@hotmail.com;1.0;1/1/26
409177;Fábio Nascimento;fnascimento@yahoo.com.br;1.0;1/1/26
409304;Rodrigo Teixeira;rteixeira@yahoo.com.br;1.0;1/1/26
409341;Vinícius Pinto;vinícius.pinto@uol.com.br;1.0;1/1/26
409213;Tatiane Monteiro;tatiane882@hotmail.com;1.0;1/1/26
409058;Natália Campos;ncampos@yahoo.com.br;1.0;1/1/26
409046;Camila Rocha;camila710@hotmail.com;1.0;1/1/26
409079;Diego Martins;diego863@outlook.com;1.0;1/1/26
409003;Rafael Alves;ralves@hotmail.com;1.0;12/31/25
409417;Fábio Nascimento;fábio.nascimento@hotmail.com;1.0;12/31/25
409415;Rafael Alves;rafael162@yahoo.com.br;1.0;12/31/25
409071;Vanessa Mendes;vanessa544@outlook.com;1.0;12/31/25
409236;Natália Campos;natália.campos@gmail.com;1.0;12/31/25
409257;Rafael Alves;rafael.alves@gmail.com;1.0;12/31/25
408932;Renata Freitas;rfreitas@gmail.com;1.0;12/30/25
409252;Rodrigo Teixeira;rodrigo.teixeira@outlook.com;1.0;12/30/25
409091;Leonardo Ribeiro;leonardo125@outlook.com;1.0;12/30/25
409367;Rafael Alves;rafael.alves@hotmail.com;1.0;12/30/25
409077;Vinícius Pinto;vinícius571@hotmail.com;1.0;12/30/25
409297;Renata Freitas;renata146@yahoo.com.br;2.0;12/30/25
409326;Mariana Costa;mcosta@hotmail.com;1.0;12/30/25
409367;Luciana Melo;luciana.melo@yahoo.com.br;1.0;12/30/25
408966;Renata Freitas;renata.freitas@yahoo.com.br;1.0;12/30/25
409045;Amanda Nunes;amanda594@yahoo.com.br;1.0;12/30/25
409016;Camila Rocha;camila226@uol.com.br;1.0;12/30/25
409039;Pedro Oliveira;pedro908@uol.com.br;1.0;12/30/25
409166;Pedro Oliveira;pedro72@outlook.com;1.0;12/30/25
408983;Rafael Alves;rafael.alves@hotmail.com;1.0;12/30/25
409120;André Correia;andré974@uol.com.br;1.0;12/30/25
409062;Simone Azevedo;simone.azevedo@yahoo.com.br;1.0;12/30/25
409128;Vinícius Pinto;vpinto@uol.com.br;1.0;12/30/25
409430;Roberto Macedo;rmacedo@uol.com.br;1.0;12/30/25
409378;Mariana Costa;mariana.costa@gmail.com;1.0;12/30/25
409180;Vanessa Mendes;vanessa803@yahoo.com.br;1.0;12/30/25
409248;André Correia;acorreia@hotmail.com;1.0;12/30/25
409118;Gustavo Araujo;gustavo444@hotmail.com;1.0;12/30/25
409063;Leonardo Ribeiro;lribeiro@outlook.com;1.0;12/30/25
409258;Leonardo Ribeiro;leonardo.ribeiro@uol.com.br;1.0;12/30/25
409304;Carlos Souza;carlos805@yahoo.com.br;2.0;12/30/25
409101;Leonardo Ribeiro;leonardo.ribeiro@hotmail.com;1.0;12/30/25
409324;Patrícia Moreira;patrícia.moreira@outlook.com;1.0;12/30/25
409446;Vinícius Pinto;vinícius.pinto@hotmail.com;1.0;12/30/25
409124;Camila Rocha;camila.rocha@uol.com.br;1.0;12/30/25
409287;Priscila Gomes;pgomes@hotmail.com;1.0;12/30/25
409140;Aline Castro;acastro@outlook.com;1.0;12/30/25
409264;Rafael Alves;ralves@uol.com.br;1.0;12/30/25
409366;Pedro Oliveira;poliveira@outlook.com;1.0;12/30/25
409021;Diego Martins;dmartins@yahoo.com.br;1.0;12/30/25
409238;Tatiane Monteiro;tatiane.monteiro@outlook.com;1.0;12/30/25
409279;Diego Martins;diego339@gmail.com;1.0;12/30/25
409015;Mariana Costa;mariana228@outlook.com;1.0;12/30/25
409329;Marcos Cavalcanti;mcavalcanti@outlook.com;1.0;12/30/25
409126;Camila Rocha;camila.rocha@gmail.com;1.0;12/30/25
409319;Marcos Cavalcanti;mcavalcanti@uol.com.br;1.0;12/30/25
409284;Luciana Melo;luciana882@yahoo.com.br;1.0;12/30/25
409449;Bruno Santos;bruno.santos@outlook.com;1.0;12/30/25
409348;Diego Martins;diego631@uol.com.br;1.0;12/30/25
409383;Amanda Nunes;amanda.nunes@hotmail.com;1.0;12/30/25
409020;Thiago Carvalho;tcarvalho@uol.com.br;1.0;12/30/25
409368;Roberto Macedo;roberto989@outlook.com;1.0;12/30/25
409133;Bruno Santos;bsantos@yahoo.com.br;1.0;12/30/25
409468;Camila Rocha;crocha@yahoo.com.br;1.0;12/30/25
409131;Bruno Santos;bruno81@outlook.com;1.0;12/30/25
409214;Cristina Batista;cristina842@uol.com.br;1.0;12/30/25
409389;Diego Martins;diego.martins@hotmail.com;1.0;12/30/25
409098;Renata Freitas;renata.freitas@gmail.com;1.0;12/30/25
409171;Camila Rocha;camila.rocha@yahoo.com.br;1.0;12/30/25
409433;Leonardo Ribeiro;leonardo775@uol.com.br;1.0;12/30/25
409165;Felipe Ramos;felipe320@gmail.com;1.0;12/30/25
409076;Eduardo Cunha;eduardo.cunha@outlook.com;1.0;12/30/25
409025;Eduardo Cunha;ecunha@hotmail.com;1.0;12/30/25
409273;Débora Lopes;débora.lopes@uol.com.br;1.0;12/30/25
409103;Leandro Vieira;leandro.vieira@outlook.com;1.0;12/30/25
409083;Juliana Pereira;jpereira@gmail.com;1.0;12/30/25
409189;André Correia;acorreia@hotmail.com;1.0;12/30/25
409178;Luciana Melo;luciana256@hotmail.com;1.0;12/30/25
409159;Larissa Ferreira;larissa.ferreira@yahoo.com.br;1.0;12/30/25
409060;Marcos Cavalcanti;mcavalcanti@gmail.com;1.0;12/30/25
409330;Leandro Vieira;lvieira@yahoo.com.br;1.0;12/30/25
408989;Rodrigo Teixeira;rodrigo.teixeira@hotmail.com;1.0;12/30/25
409112;Roberto Macedo;rmacedo@gmail.com;1.0;12/30/25
409154;Fernanda Lima;fernanda839@yahoo.com.br;1.0;12/30/25
409428;Larissa Ferreira;larissa96@hotmail.com;1.0;12/30/25
409132;André Correia;acorreia@gmail.com;1.0;12/30/25
409201;Eduardo Cunha;eduardo753@hotmail.com;1.0;12/29/25
409039;Eduardo Cunha;ecunha@uol.com.br;1.0;12/29/25
409068;Bruno Santos;bruno81@yahoo.com.br;1.0;12/29/25
409260;Diego Martins;dmartins@yahoo.com.br;1.0;12/29/25
409003;Camila Rocha;crocha@yahoo.com.br;1.0;12/29/25
409182;Priscila Gomes;priscila316@hotmail.com;1.0;12/29/25
409322;Gustavo Araujo;gustavo.araujo@gmail.com;1.0;12/29/25
409157;Rodrigo Teixeira;rodrigo662@yahoo.com.br;1.0;12/29/25
409430;Roberto Macedo;roberto835@outlook.com;1.0;12/29/25
409123;Rodrigo Teixeira;rteixeira@outlook.com;1.0;12/29/25
409298;Cristina Batista;cristina943@yahoo.com.br;1.0;12/29/25
409366;Thiago Carvalho;thiago.carvalho@yahoo.com.br;1.0;12/29/25
409057;Débora Lopes;débora842@yahoo.com.br;1.0;12/29/25
409488;Camila Rocha;camila.rocha@uol.com.br;1.0;12/29/25
409431;Pedro Oliveira;pedro.oliveira@gmail.com;1.0;12/29/25
409114;Juliana Pereira;juliana251@hotmail.com;1.0;12/29/25
409458;Cristina Batista;cristina.batista@yahoo.com.br;1.0;12/29/25
409456;Renata Freitas;renata.freitas@hotmail.com;1.0;12/29/25
409080;Juliana Pereira;jpereira@outlook.com;1.0;12/29/25
409093;André Correia;andré.correia@gmail.com;1.0;12/29/25
409203;Renata Freitas;renata468@yahoo.com.br;1.0;12/29/25
409336;Leandro Vieira;leandro705@uol.com.br;1.0;12/29/25
409187;Pedro Oliveira;pedro414@gmail.com;1.0;12/29/25
409233;Roberto Macedo;roberto60@hotmail.com;1.0;12/29/25
409407;Diego Martins;diego24@outlook.com;1.0;12/29/25
409376;Henrique Dias;hdias@outlook.com;1.0;12/29/25
409424;Larissa Ferreira;larissa437@gmail.com;2.0;12/29/25
409512;Camila Rocha;camila590@yahoo.com.br;2.0;12/29/25
409037;Renata Freitas;renata.freitas@uol.com.br;1.0;12/29/25
409048;Leandro Vieira;leandro729@hotmail.com;1.0;12/29/25
409076;Patrícia Moreira;patrícia84@gmail.com;1.0;12/29/25
409055;Marcelo Barbosa;marcelo526@uol.com.br;1.0;12/29/25
409083;Fábio Nascimento;fábio382@yahoo.com.br;1.0;12/29/25
409176;Patrícia Moreira;pmoreira@hotmail.com;1.0;12/29/25
409377;Juliana Pereira;juliana.pereira@outlook.com;1.0;12/29/25
409203;Débora Lopes;débora509@yahoo.com.br;1.0;12/29/25
409186;Simone Azevedo;simone.azevedo@yahoo.com.br;2.0;12/29/25
409278;Camila Rocha;camila.rocha@hotmail.com;1.0;12/29/25
409317;Roberto Macedo;rmacedo@yahoo.com.br;1.0;12/29/25
409520;André Correia;andré.correia@yahoo.com.br;1.0;12/29/25
409155;Pedro Oliveira;pedro.oliveira@uol.com.br;1.0;12/29/25
409254;Vanessa Mendes;vanessa533@yahoo.com.br;1.0;12/29/25
409532;Bruno Santos;bsantos@hotmail.com;1.0;12/29/25
409177;Vanessa Mendes;vanessa598@outlook.com;1.0;12/29/25
409479;Paulo Figueiredo;paulo.figueiredo@gmail.com;1.0;12/29/25
409152;Renata Freitas;renata.freitas@gmail.com;1.0;12/29/25
409276;Roberto Macedo;rmacedo@hotmail.com;1.0;12/29/25
409174;Leandro Vieira;leandro.vieira@uol.com.br;1.0;12/29/25
409302;Leonardo Ribeiro;leonardo109@outlook.com;1.0;12/29/25
409433;Camila Rocha;crocha@hotmail.com;1.0;12/29/25
409510;Thiago Carvalho;tcarvalho@uol.com.br;1.0;12/29/25
409117;Bruno Santos;bruno.santos@uol.com.br;1.0;12/29/25
409390;Aline Castro;aline.castro@uol.com.br;1.0;12/29/25
409253;Amanda Nunes;anunes@hotmail.com;1.0;12/29/25
409116;Thiago Carvalho;thiago84@uol.com.br;1.0;12/29/25
409159;Eduardo Cunha;eduardo.cunha@uol.com.br;1.0;12/29/25
409124;Isabela Cardoso;icardoso@uol.com.br;1.0;12/29/25
409459;Priscila Gomes;priscila.gomes@uol.com.br;1.0;12/29/25
409343;Paulo Figueiredo;paulo.figueiredo@uol.com.br;1.0;12/29/25
409389;André Correia;acorreia@outlook.com;1.0;12/29/25
409338;Paulo Figueiredo;pfigueiredo@hotmail.com;1.0;12/29/25
409264;Amanda Nunes;amanda.nunes@outlook.com;1.0;12/29/25
409528;Eliane Duarte;eliane3@gmail.com;1.0;12/29/25
409415;Roberto Macedo;rmacedo@gmail.com;1.0;12/29/25
409544;Eduardo Cunha;eduardo755@yahoo.com.br;1.0;12/29/25
409108;Eliane Duarte;eliane432@gmail.com;1.0;12/29/25
409345;Larissa Ferreira;larissa.ferreira@uol.com.br;1.0;12/29/25
409439;Patrícia Moreira;patrícia.moreira@uol.com.br;1.0;12/29/25
409319;Thiago Carvalho;thiago730@outlook.com;1.0;12/29/25
409377;Carlos Souza;csouza@yahoo.com.br;1.0;12/29/25
409548;Leandro Vieira;lvieira@hotmail.com;1.0;12/29/25
409099;Vinícius Pinto;vinícius.pinto@outlook.com;1.0;12/29/25
409324;Roberto Macedo;roberto.macedo@yahoo.com.br;1.0;12/29/25
409495;Aline Castro;acastro@gmail.com;1.0;12/29/25
409443;Fábio Nascimento;fábio132@uol.com.br;1.0;12/29/25
409554;Carlos Souza;csouza@hotmail.com;1.0;12/29/25
409521;Gustavo Araujo;gustavo.araujo@uol.com.br;1.0;12/29/25
409272;Marcelo Barbosa;marcelo.barbosa@outlook.com;1.0;12/29/25
409173;Pedro Oliveira;pedro346@gmail.com;1.0;12/29/25
409253;Rafael Alves;rafael971@outlook.com;1.0;12/29/25
409466;Marcelo Barbosa;marcelo.barbosa@gmail.com;1.0;12/29/25
409382;Roberto Macedo;roberto.macedo@gmail.com;1.0;12/29/25
409475;Ana Silva;asilva@outlook.com;1.0;12/29/25
409114;Eduardo Cunha;eduardo584@hotmail.com;1.0;12/29/25
409150;Amanda Nunes;amanda.nunes@hotmail.com;1.0;12/29/25
409492;Eduardo Cunha;eduardo141@outlook.com;1.0;12/29/25
409214;Ana Silva;asilva@outlook.com;1.0;12/29/25
409305;Luciana Melo;luciana.melo@yahoo.com.br;1.0;12/29/25
409084;Rodrigo Teixeira;rodrigo632@hotmail.com;2.0;12/29/25
409225;Mariana Costa;mariana434@yahoo.com.br;1.0;12/29/25
409458;Vanessa Mendes;vanessa.mendes@gmail.com;1.0;12/29/25
409183;Fábio Nascimento;fnascimento@hotmail.com;1.0;12/29/25
409135;Fernanda Lima;fernanda448@outlook.com;1.0;12/29/25
409414;Amanda Nunes;anunes@yahoo.com.br;1.0;12/29/25
409162;Paulo Figueiredo;paulo.figueiredo@outlook.com;1.0;12/29/25
409220;Camila Rocha;camila.rocha@uol.com.br;1.0;12/29/25
409502;Roberto Macedo;roberto.macedo@outlook.com;1.0;12/29/25
409586;Carlos Souza;carlos.souza@outlook.com;2.0;12/29/25
409108;Mariana Costa;mariana.costa@yahoo.com.br;1.0;12/29/25
409159;Larissa Ferreira;larissa548@hotmail.com;1.0;12/28/25
409420;Marcelo Barbosa;marcelo177@uol.com.br;1.0;12/28/25
409132;Mariana Costa;mariana.costa@hotmail.com;1.0;12/28/25
409242;Henrique Dias;henrique125@hotmail.com;1.0;12/28/25
409125;André Correia;andré25@hotmail.com;1.0;12/28/25
409415;Débora Lopes;débora.lopes@yahoo.com.br;1.0;12/28/25
409397;Débora Lopes;débora13@outlook.com;1.0;12/28/25
409149;Leonardo Ribeiro;leonardo607@outlook.com;1.0;12/28/25
409468;Camila Rocha;crocha@uol.com.br;1.0;12/28/25
409246;Marcelo Barbosa;marcelo334@outlook.com;1.0;12/28/25
409509;Cristina Batista;cristina662@yahoo.com.br;1.0;12/28/25
409404;André Correia;andré717@yahoo.com.br;1.0;12/28/25
409466;Camila Rocha;camila726@yahoo.com.br;1.0;12/28/25
409509;Diego Martins;dmartins@hotmail.com;1.0;12/28/25
409185;Renata Freitas;renata.freitas@uol.com.br;1.0;12/28/25
409155;Isabela Cardoso;isabela223@uol.com.br;1.0;12/28/25
409244;Natália Campos;ncampos@hotmail.com;1.0;12/28/25
409157;Rafael Alves;rafael.alves@hotmail.com;1.0;12/28/25
409550;Gustavo Araujo;gustavo928@yahoo.com.br;1.0;12/28/25
409336;Juliana Pereira;jpereira@uol.com.br;1.0;12/28/25
409165;Amanda Nunes;amanda982@outlook.com;1.0;12/28/25
409125;Luciana Melo;luciana842@gmail.com;2.0;12/28/25
409477;Leandro Vieira;leandro60@hotmail.com;2.0;12/28/25
409156;Priscila Gomes;priscila.gomes@yahoo.com.br;1.0;12/28/25
409425;Marcos Cavalcanti;marcos.cavalcanti@hotmail.com;1.0;12/28/25
409164;Renata Freitas;renata783@outlook.com;1.0;12/28/25
409523;Diego Martins;diego56@uol.com.br;1.0;12/28/25
409614;Aline Castro;acastro@outlook.com;1.0;12/28/25
409522;Aline Castro;aline710@outlook.com;1.0;12/28/25
409285;Priscila Gomes;pgomes@uol.com.br;1.0;12/28/25
409268;Bruno Santos;bruno707@hotmail.com;1.0;12/28/25
409151;Juliana Pereira;jpereira@outlook.com;1.0;12/28/25
409209;Rafael Alves;rafael301@outlook.com;1.0;12/28/25
409581;Mariana Costa;mariana81@hotmail.com;1.0;12/28/25
409205;Roberto Macedo;roberto89@hotmail.com;1.0;12/28/25
409523;Priscila Gomes;priscila763@hotmail.com;1.0;12/28/25
409268;Patrícia Moreira;pmoreira@uol.com.br;1.0;12/28/25
409534;Eduardo Cunha;ecunha@hotmail.com;1.0;12/28/25
409409;Simone Azevedo;simone885@gmail.com;1.0;12/28/25
409505;Bruno Santos;bruno.santos@outlook.com;1.0;12/28/25
409164;Amanda Nunes;amanda796@outlook.com;1.0;12/28/25
409346;Vanessa Mendes;vanessa.mendes@uol.com.br;1.0;12/28/25
409263;Tatiane Monteiro;tmonteiro@uol.com.br;1.0;12/28/25
409224;Gustavo Araujo;gustavo432@outlook.com;1.0;12/28/25
409142;Leandro Vieira;leandro432@hotmail.com;2.0;12/28/25
409296;Henrique Dias;hdias@gmail.com;1.0;12/28/25
409576;Natália Campos;natália838@outlook.com;1.0;12/28/25
409492;Marcos Cavalcanti;mcavalcanti@gmail.com;1.0;12/28/25
409628;Paulo Figueiredo;paulo.figueiredo@uol.com.br;1.0;12/28/25
409426;Marcos Cavalcanti;marcos.cavalcanti@hotmail.com;1.0;12/28/25
409425;Marcos Cavalcanti;marcos452@outlook.com;1.0;12/28/25
409512;Ana Silva;ana263@yahoo.com.br;1.0;12/28/25
409363;Débora Lopes;débora.lopes@gmail.com;1.0;12/28/25
409245;Renata Freitas;rfreitas@uol.com.br;1.0;12/28/25
409253;Leandro Vieira;leandro208@uol.com.br;1.0;12/28/25
